60003,cedula,Andrea,Gomez,5,0
60004,cedula,Skell,Cardona,5,0
60005,cedula,Baruc,Cardenas,5,0
60006,cedula,Barry,Cariaga,5,0
60007,cedula,Denna,Grande,5,0
60008,cedula,Bartolomé,Grangenal,5,0
60009,cedula,Barry,Grano,5,0
60010,cedula,Denna,Griego,5,0
60011,cedula,Carlota,Castorena,5,0
60012,cedula,Candelaria,Griego,5,0
60013,cedula,Balduino,Carillo,5,0
60014,cedula,Carlota,Griego,5,0
60015,cedula,Baltasar,Cardenas,5,0
60016,cedula,Skell,Cariaga,5,0
60017,cedula,Canela,Cardona,5,0
60018,cedula,Hansiain,Griego,5,0
60019,cedula,Baltasar,Carillo,5,0
60020,cedula,Caritina,Carion,5,0
60021,cedula,Denna,Castorena,5,0
60022,cedula,Candelaria,Carillo,5,0
60023,cedula,Barry,Guerrero,5,0
60024,cedula,Caritina,Cardoso,5,0
60025,cedula,Bartolo,Carillo,5,0
60026,cedula,Carlota,Cardiel,5,0
60027,cedula,Balduino,Cardoso,5,0
60028,cedula,Harland,Cardiel,5,0
60029,cedula,Andrea,Cardenas,5,0
60030,cedula,Carisa,Cardiel,5,0
60031,cedula,Bartolo,Griego,5,0
60032,cedula,Carolyne,Castorena,5,0
60033,cedula,Caridad,Grasia,5,0
60034,cedula,Baldomero,Cardenas,5,0
60035,cedula,Denna,Cardona,5,0
60036,cedula,Balduino,Gomez,5,0
60037,cedula,Bartolomé,Cardiel,5,0
60038,cedula,Cándida,Cardiel,5,0
60039,cedula,Caridad,Grigalva,5,0
60040,cedula,Baltazar,Grasia,5,0
60041,cedula,Milka,Cardiel,5,0
60042,cedula,Laverna,Castro,5,0
60043,cedula,Baldomero,Cariaga,5,0
60044,cedula,Gil,Grande,5,0
60045,cedula,Caridad,Castorena,5,0
60046,cedula,David,Cardenas,5,0
60047,cedula,Baruc,Grigalva,5,0
60048,cedula,Baldomero,Cariaga,5,0
60049,cedula,Caridad,Castiyo,5,0
60050,cedula,Andrea,Cardenas,5,0
60051,cedula,Baltazar,Castorena,5,0
60052,cedula,Gil,Guerrero,5,0
60053,cedula,Baldomero,Cardenas,5,0
60054,cedula,Carolyne,Cariaga,5,0
60055,cedula,Carlota,Cardoso,5,0
60056,cedula,Balduino,Castro,5,0
60057,cedula,Milka,Carion,5,0
60058,cedula,Bartolomé,Grano,5,0
60059,cedula,Caritina,Guerrero,5,0
60060,cedula,Carisa,Grano,5,0
60061,cedula,Willie,Carion,5,0
60062,cedula,Hansiain,Carillo,5,0
60063,cedula,Baltazar,Castiyo,5,0
60064,cedula,Carisa,Griego,5,0
60065,cedula,Canela,Griego,5,0
60066,cedula,Baldomero,Grano,5,0
60067,cedula,Carina,Grigalva,5,0
60068,cedula,Milka,Carion,5,0
60069,cedula,Cándida,Carion,5,0
60070,cedula,Bartolo,Cardiel,5,0
60071,cedula,Willie,Grande,5,0
60072,cedula,Harland,Griego,5,0
60073,cedula,Bartolo,Castro,5,0
60074,cedula,Bartolomé,Grande,5,0
60075,cedula,Bartolomé,Grigalva,5,0
60076,cedula,Laverna,Gomez,5,0
60077,cedula,David,Grangenal,5,0
60078,cedula,Hansiain,Grano,5,0
60079,cedula,Baldwin,Cardiel,5,0
60080,cedula,Denna,Cardiel,5,0
60081,cedula,Carolyne,Cardiel,5,0
60082,cedula,Gil,Castorena,5,0
60083,cedula,Carolyne,Grande,5,0
60084,cedula,Bartolomé,Cariaga,5,0
60085,cedula,Caridad,Grande,5,0
60086,cedula,Willie,Guerrero,5,0
60087,cedula,Balduino,Castro,5,0
60088,cedula,Baldwin,Castro,5,0
60089,cedula,Caridad,Grano,5,0
60090,cedula,Carlota,Grasia,5,0
60091,cedula,Baldwin,Guerrero,5,0
60092,cedula,Balduino,Grano,5,0
60093,cedula,Denna,Cariaga,5,0
60094,cedula,Canela,Castiyo,5,0
60095,cedula,Skell,Cardona,5,0
60096,cedula,Hansiain,Grigalva,5,0
60097,cedula,Baltazar,Grasia,5,0
60098,cedula,Caritina,Carillo,5,0
60099,cedula,Laverna,Cariaga,5,0
60100,cedula,Baltasar,Castiyo,5,0
60101,cedula,Caridad,Guerrero,5,0
60102,cedula,Andrea,Cariaga,5,0
60103,cedula,Baldwin,Gomez,5,0
60104,cedula,Bartolomé,Griego,5,0
60105,cedula,Caridad,Cardenas,5,0
60106,cedula,Baldwin,Castiyo,5,0
60107,cedula,Cándida,Castro,5,0
60108,cedula,Baltazar,Grigalva,5,0
60109,cedula,Baltazar,Grangenal,5,0
60110,cedula,Bartolomé,Grangenal,5,0
60111,cedula,Laverna,Cariaga,5,0
60112,cedula,Elisha,Carion,5,0
60113,cedula,Baruc,Cardenas,5,0
60114,cedula,Balduino,Cariaga,5,0
60115,cedula,Canela,Grasia,5,0
60116,cedula,Barry,Griego,5,0
60117,cedula,David,Grigalva,5,0
60118,cedula,Carisa,Griego,5,0
60119,cedula,Bartolo,Cardoso,5,0
60120,cedula,David,Cariaga,5,0
60121,cedula,Bartolo,Cardona,5,0
60122,cedula,Bartolo,Carion,5,0
60123,cedula,Baltazar,Guerrero,5,0
60124,cedula,Harland,Cardiel,5,0
60125,cedula,Carlota,Grigalva,5,0
60126,cedula,Cándida,Grasia,5,0
60127,cedula,Carlota,Grangenal,5,0
60128,cedula,David,Grasia,5,0
60129,cedula,Carlota,Cariaga,5,0
60130,cedula,Elisha,Guerrero,5,0
60131,cedula,Caridad,Cardona,5,0
60132,cedula,Andrea,Cardenas,5,0
60133,cedula,Laverna,Cardona,5,0
60134,cedula,Baldwin,Grigalva,5,0
60135,cedula,Barry,Carillo,5,0
60136,cedula,Carisa,Cardenas,5,0
60137,cedula,Baltasar,Grangenal,5,0
60138,cedula,Cándida,Carion,5,0
60139,cedula,Cándida,Cardenas,5,0
60140,cedula,Andrea,Grano,5,0
60141,cedula,Harland,Grano,5,0
60142,cedula,Barry,Castorena,5,0
60143,cedula,Baltasar,Cardenas,5,0
60144,cedula,Barry,Cardenas,5,0
60145,cedula,Carina,Griego,5,0
60146,cedula,Baltasar,Gomez,5,0
60147,cedula,Hansiain,Cardenas,5,0
60148,cedula,Milka,Castorena,5,0
60149,cedula,Carolyne,Cariaga,5,0
60150,cedula,Caritina,Gomez,5,0
60151,cedula,Baruj,Cardiel,5,0
60152,cedula,Carlota,Castro,5,0
60153,cedula,Carisa,Cardona,5,0
60154,cedula,Baldwin,Cariaga,5,0
60155,cedula,Harland,Cariaga,5,0
60156,cedula,Carisa,Grigalva,5,0
60157,cedula,Carina,Cardona,5,0
60158,cedula,Laverna,Grigalva,5,0
60159,cedula,Skell,Castiyo,5,0
60160,cedula,Baltazar,Cardiel,5,0
60161,cedula,Willie,Cardenas,5,0
60162,cedula,Milka,Cardona,5,0
60163,cedula,Baltasar,Guerrero,5,0
60164,cedula,Canela,Castiyo,5,0
60165,cedula,Baldomero,Cardenas,5,0
60166,cedula,Candelaria,Grigalva,5,0
60167,cedula,David,Griego,5,0
60168,cedula,Gil,Grasia,5,0
60169,cedula,Elisha,Carion,5,0
60170,cedula,Baruj,Grande,5,0
60171,cedula,Carina,Grangenal,5,0
60172,cedula,Baruc,Grigalva,5,0
60173,cedula,Baruj,Cardiel,5,0
60174,cedula,Caridad,Grande,5,0
60175,cedula,Carisa,Grasia,5,0
60176,cedula,Baldomero,Cardona,5,0
60177,cedula,Balduino,Grangenal,5,0
60178,cedula,Bartolo,Cardenas,5,0
60179,cedula,Carina,Grangenal,5,0
60180,cedula,Carolyne,Castro,5,0
60181,cedula,Elisha,Carion,5,0
60182,cedula,Hansiain,Grangenal,5,0
60183,cedula,Baltasar,Cariaga,5,0
60184,cedula,Balduino,Gomez,5,0
60185,cedula,Caridad,Castro,5,0
60186,cedula,Carisa,Grasia,5,0
60187,cedula,Andrea,Grande,5,0
60188,cedula,Balduino,Grano,5,0
60189,cedula,Denna,Castorena,5,0
60190,cedula,Baruj,Grano,5,0
60191,cedula,Laverna,Griego,5,0
60192,cedula,Baltazar,Grande,5,0
60193,cedula,Caridad,Guerrero,5,0
60194,cedula,Candelaria,Griego,5,0
60195,cedula,Milka,Castorena,5,0
60196,cedula,Cándida,Castorena,5,0
60197,cedula,Balduino,Castorena,5,0
60198,cedula,Canela,Grigalva,5,0
60199,cedula,Bartolo,Grangenal,5,0
60200,cedula,Andrea,Cardona,5,0
60201,cedula,Laverna,Gomez,5,0
60202,cedula,Hansiain,Grigalva,5,0
60203,cedula,Carolyne,Cardenas,5,0
60204,cedula,Barry,Grasia,5,0
60205,cedula,Milka,Cardiel,5,0
60206,cedula,Carolyne,Carion,5,0
60207,cedula,Baldomero,Castorena,5,0
60208,cedula,Skell,Castro,5,0
60209,cedula,Balduino,Cardiel,5,0
60210,cedula,Harland,Carion,5,0
60211,cedula,Skell,Cardoso,5,0
60212,cedula,Caridad,Cardiel,5,0
60213,cedula,David,Guerrero,5,0
60214,cedula,Denna,Griego,5,0
60215,cedula,Candelaria,Gomez,5,0
60216,cedula,Cándida,Carillo,5,0
60217,cedula,Baruj,Guerrero,5,0
60218,cedula,Andrea,Cardiel,5,0
60219,cedula,Denna,Grigalva,5,0
60220,cedula,Elisha,Cardona,5,0
60221,cedula,Bartolo,Grande,5,0
60222,cedula,Carolyne,Cardiel,5,0
60223,cedula,Caritina,Castorena,5,0
60224,cedula,Carina,Cardenas,5,0
60225,cedula,Skell,Grande,5,0
60226,cedula,Willie,Grano,5,0
60227,cedula,Denna,Castiyo,5,0
60228,cedula,Elisha,Cardona,5,0
60229,cedula,Baldwin,Grigalva,5,0
60230,cedula,Caridad,Grangenal,5,0
60231,cedula,Hansiain,Griego,5,0
60232,cedula,Balduino,Grangenal,5,0
60233,cedula,Caritina,Carion,5,0
60234,cedula,Cándida,Castorena,5,0
60235,cedula,Andrea,Grasia,5,0
60236,cedula,Skell,Grangenal,5,0
60237,cedula,Baruc,Grangenal,5,0
60238,cedula,Andrea,Griego,5,0
60239,cedula,Harland,Grano,5,0
60240,cedula,Baltasar,Grasia,5,0
60241,cedula,Canela,Gomez,5,0
60242,cedula,Hansiain,Guerrero,5,0
60243,cedula,Denna,Cariaga,5,0
60244,cedula,Baltasar,Cariaga,5,0
60245,cedula,Elisha,Griego,5,0
60246,cedula,Baldomero,Grigalva,5,0
60247,cedula,David,Cardiel,5,0
60248,cedula,Skell,Guerrero,5,0
60249,cedula,Bartolo,Cardoso,5,0
60250,cedula,Caritina,Grigalva,5,0
60251,cedula,Baltasar,Gomez,5,0
60252,cedula,Baruc,Grasia,5,0
60253,cedula,Harland,Carillo,5,0
60254,cedula,Harland,Grigalva,5,0
60255,cedula,Caritina,Castro,5,0
60256,cedula,Gil,Cardiel,5,0
60257,cedula,Caritina,Guerrero,5,0
60258,cedula,David,Grande,5,0
60259,cedula,Andrea,Grande,5,0
60260,cedula,Baldwin,Carillo,5,0
60261,cedula,Andrea,Griego,5,0
60262,cedula,Willie,Cardoso,5,0
60263,cedula,Milka,Cardona,5,0
60264,cedula,Laverna,Castorena,5,0
60265,cedula,Andrea,Cardenas,5,0
60266,cedula,Gil,Castro,5,0
60267,cedula,Bartolomé,Carion,5,0
60268,cedula,Baltasar,Cardiel,5,0
60269,cedula,Canela,Cardenas,5,0
60270,cedula,Baldomero,Castro,5,0
60271,cedula,Baltasar,Guerrero,5,0
60272,cedula,Baldwin,Grangenal,5,0
60273,cedula,Baruc,Griego,5,0
60274,cedula,David,Grasia,5,0
60275,cedula,Elisha,Cardona,5,0
60276,cedula,Bartolomé,Castro,5,0
60277,cedula,Carisa,Cardiel,5,0
60278,cedula,Baldwin,Castiyo,5,0
60279,cedula,Bartolomé,Carillo,5,0
60280,cedula,Balduino,Grigalva,5,0
60281,cedula,Caritina,Castorena,5,0
60282,cedula,Caritina,Cariaga,5,0
60283,cedula,Caritina,Cariaga,5,0
60284,cedula,Baruj,Grande,5,0
60285,cedula,Elisha,Carillo,5,0
60286,cedula,Bartolomé,Cardoso,5,0
60287,cedula,Caridad,Cardiel,5,0
60288,cedula,Baldwin,Griego,5,0
60289,cedula,Andrea,Grangenal,5,0
60290,cedula,Baltasar,Griego,5,0
60291,cedula,Carolyne,Cariaga,5,0
60292,cedula,Baldwin,Castro,5,0
60293,cedula,Carlota,Cardenas,5,0
60294,cedula,Baldwin,Castiyo,5,0
60295,cedula,Caritina,Cardiel,5,0
60296,cedula,Candelaria,Grande,5,0
60297,cedula,Baltazar,Castorena,5,0
60298,cedula,Bartolo,Castorena,5,0
60299,cedula,Carina,Griego,5,0
60300,cedula,Barry,Cardiel,5,0
60301,cedula,Baruj,Guerrero,5,0
60302,cedula,Bartolo,Guerrero,5,0
60303,cedula,Carina,Griego,5,0
60304,cedula,Bartolomé,Castorena,5,0
60305,cedula,Andrea,Cardoso,5,0
60306,cedula,Baltazar,Castro,5,0
60307,cedula,Bartolomé,Grangenal,5,0
60308,cedula,Carlota,Guerrero,5,0
60309,cedula,Caridad,Grande,5,0
60310,cedula,Skell,Cardoso,5,0
60311,cedula,Skell,Grande,5,0
60312,cedula,Carolyne,Cardona,5,0
60313,cedula,Caritina,Castro,5,0
60314,cedula,Elisha,Cardiel,5,0
60315,cedula,Elisha,Gomez,5,0
60316,cedula,Carolyne,Castiyo,5,0
60317,cedula,Baruj,Griego,5,0
60318,cedula,Baruc,Grigalva,5,0
60319,cedula,Bartolo,Cardenas,5,0
60320,cedula,Canela,Grano,5,0
60321,cedula,Harland,Cardona,5,0
60322,cedula,Milka,Cardiel,5,0
60323,cedula,Laverna,Carillo,5,0
60324,cedula,Baltasar,Cardenas,5,0
60325,cedula,Bartolo,Guerrero,5,0
60326,cedula,Canela,Guerrero,5,0
60327,cedula,Cándida,Cardoso,5,0
60328,cedula,Milka,Cardona,5,0
60329,cedula,Hansiain,Grasia,5,0
60330,cedula,Caritina,Cardiel,5,0
60331,cedula,Carisa,Grande,5,0
60332,cedula,Denna,Grangenal,5,0
60333,cedula,Baldwin,Cardona,5,0
60334,cedula,Canela,Guerrero,5,0
60335,cedula,Carina,Grande,5,0
60336,cedula,Balduino,Carillo,5,0
60337,cedula,Bartolo,Guerrero,5,0
60338,cedula,Carisa,Castro,5,0
60339,cedula,Harland,Cardenas,5,0
60340,cedula,Caritina,Castro,5,0
60341,cedula,Laverna,Carillo,5,0
60342,cedula,David,Grande,5,0
